location,historical_name,layer,anchor_kind,culture,source,confidence,decision,audit_flags,note
scalea,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
scharding,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
scheibbs,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
schio,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
schladming,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
schwaz,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
schwyz,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sciacca,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
seddori,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
segovia,Segovia,reviewed_direct,curated,antq_latin,PLE,secure,reviewed_override,,Direct Roman-period city form for the installed Segovia location
segur,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
segura_de_la_sierra,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
seia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sejnane,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
selinti,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
semur_en_auxois,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
semur_en_brionnais,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
senj,Senia,reviewed_identity,roman_identity,antq_iapodian,PLE:197505;PLN:197505/senia;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 197505; AD 1 name resource 197505/senia.
senlis,Augustomagus,reviewed_identity,roman_identity,antq_bellovacian,PLE:108776;PLN:108776/augustomagus;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 108776; AD 1 name resource 108776/augustomagus.
senonches,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sens,Agedincum,reviewed_identity,roman_identity,antq_senonian,PLE:108729;PLN:108729/agedincum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 108729; AD 1 name resource 108729/agedincum.
sepulveda,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
serpa,Serpa,reviewed_identity,roman_identity,antq_celtician,PLE:256446;PLN:256446/serpa;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 256446; AD 1 name resource 256446/serpa.
serres,Sirra,reviewed_identity,roman_identity,antq_lyncestian,PLE:501616;PLN:501616/sirra;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 501616; AD 1 name resource 501616/sirra.
servia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
setif,Sitifis,reviewed_identity,roman_identity,antq_phoenician_punic,PLE:305153;PLN:305153/sitifis;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 305153; AD 1 name resource 305153/sitifis.
setubal,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
seu_durgell,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sevilla,Hispalis,reviewed_direct,curated,antq_latin,PLE,secure,reviewed_override,,Direct Roman-period city form for the installed Sevilla location
seydisehir,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
seyhli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
seyitgazi,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sfaqes,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sharuna,Hwt-nsw,reviewed_identity,roman_identity,antq_egyptian,PLE:736925;PLN:736925/hwt-nsw;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 736925; AD 1 name resource 736925/hwt-nsw.
shkoder,Scodra,reviewed_identity,roman_identity,antq_parthinian,PLE:481986;PLN:481986/scodra;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 481986; AD 1 name resource 481986/scodra.
shtip,Astibo,reviewed_direct,curated,antq_paeonian,STIP-MUN;TAB-ASTIBO;P8.1,secure,reviewed_override,,Direct installed Štip city-field label from the municipal ancient Astibo Astibos history and the Tabula Peutingeriana record; this replaces the distinct Stobi proxy.
shumen,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
siatista,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sibenik,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sidi_fredj,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
siena,Saena,reviewed_direct,curated,antq_latin,PLE:413293,secure,reviewed_override,,Pleiades exact Saena city point at 43.31862 11.33108; reviewed against the installed Siena location
siguenza,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
silandro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
silli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
silves,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
simav,Synaos,reviewed_identity,roman_identity,antq_greek_koine,PLE:609537;PLN:609537/synaos;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 609537; AD 1 name resource 609537/synaos.
sines,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sinj,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sinop,Sinope,reviewed_direct,curated,antq_greek_koine,PLE:857321,secure,reviewed_override,,Pleiades direct Sinope settlement and port point at 42.02578 35.14304
sint_niklaas,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sion,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sirte,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sisak,Siscia,reviewed_direct,curated,antq_latin,PLE:197504,secure,reviewed_override,,Pleiades exact Segestica Siscia settlement point at 45.48317 16.37139; reviewed against the installed Sisak location
sisteron,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
siteia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sitges,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sivrihisar,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
siwa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sjenica,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
skikda,Rusicade,reviewed_direct,curated,antq_latin,PLE:305137,secure,reviewed_override,,Pleiades direct Rusicade Thapsus settlement and port point at 36.88144 6.90558
skofja_loka,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
skopje,Scupi,reviewed_direct,curated,antq_paeonian,PLE:481987,secure,reviewed_override,,Direct Scupi settlement record; the installed Skopje key is a bounded urban-field adapter.
slano,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
slovenj_gradec,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
slunj,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
smederevo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
smyrna,Smyrna,reviewed_direct,curated,antq_greek_koine,PLE;P8.1,secure,reviewed_override,,Secure Roman-period city form.
sogut,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
soissons,Augusta Suessionum,reviewed_identity,roman_identity,antq_suessionian,PLE:108772;PLN:108772/augusta-suessionum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 108772; AD 1 name resource 108772/augusta-suessionum.
soko_grad,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
soli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
solothurn,Salodurum,reviewed_identity,roman_identity,antq_helvetian,PLE:177624;PLN:177624/salodurum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 177624; AD 1 name resource 177624/salodurum.
soma,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
soncino,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sora,Sora,reviewed_identity,roman_identity,antq_latin,PLE:433126;PLN:433126/sora;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 433126; AD 1 name resource 433126/sora.
sorgono,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sorgun,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
soria,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
souk_el_arba,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sousse,Hadrumetum,reviewed_direct,curated,antq_latin,PLE;P8.1,secure,reviewed_override,,Secure Roman-period city form at the direct Sousse match.
spilimbergo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
spittal,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
split,Aspalathos,reviewed_direct,curated,antq_latin,PLE:197524;WILKES-SPLIT,secure,reviewed_override,,Pre-palatial Greek settlement name at modern Split; avoids the later Roman/late-antique Spalatum form.
spoleto,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sporades,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
srb,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
srebrenica,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
srebrenik,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sredets,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sremska_mitrovica,Sirmium,reviewed_direct,curated,antq_latin,PLE:207447,secure,reviewed_override,,Pleiades exact Sirmium settlement point at 44.97311 19.60983; reviewed against the installed Sremska Mitrovica location
st_affrique,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_aignan,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_ambroix,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_calais,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_gallen,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_georgen,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_gerand,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_jean_dangely,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_johann,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_leonard,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_pierre_de_moutier,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_pol_de_leon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_polten,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_sauveur,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_veit,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
st_vith,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
stalac,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
stavelot,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
stefani,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
steinfeld,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sterzing,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
steyr,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sto_domingo_silos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
stomio,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
strumica,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
subaytila,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
suez,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
suhut,Synnada,reviewed_identity,roman_identity,antq_pisidian,PLE:609538;PLN:609538/synnada-1;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 609538; AD 1 name resource 609538/synnada-1.
sully,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
sulmona,Sulmo,reviewed_identity,roman_identity,antq_oscan_umbrian,PLE:433134;PLN:433134/sulmo;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 433134; AD 1 name resource 433134/sulmo.
sultanonu,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
suluklu,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
suluntah,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
surmene,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
susa,Segusio,reviewed_identity,roman_identity,antq_cisalpine_gallic,PLE:167919;PLN:167919/segusio;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 167919; AD 1 name resource 167919/segusio.
susurluk,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
svoge,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
svrljig,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
syracuse,Syracusae,reviewed_direct,curated,antq_latin,PLE:462503,secure,reviewed_override,,Pleiades Syracusae Syrakousai city point at 37.07008 15.28334; Latin plural form retained
tabarka,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tahna,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
talarn,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
talavera_de_la_reina,Caesarobriga,reviewed_identity,roman_identity,antq_carpetanian,PLE:265834;PLN:265834/caesarobriga;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 265834; AD 1 name resource 265834/caesarobriga.
talmont,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tamsweg,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tancarville,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
taranto,Tarentum,reviewed_direct,curated,antq_latin,PLE;ORB;P8.1,secure,reviewed_override,,Direct Roman southern-Italian city name
tarascon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarasp,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarazona,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarbes,Tarba,reviewed_identity,roman_identity,antq_bigerrionian,PLE:246679;PLN:246679/tarba;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 246679; AD 1 name resource 246679/tarba.
targoviste_BUL,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarhuna,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarifa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarnovo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarragona,Tarraco,reviewed_direct,curated,antq_latin,PLE:246349,secure,reviewed_override,,Pleiades exact Colonia Tarraco city point at 41.11689 1.25834; reviewed against the installed Tarragona location
tarrana,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tarrega,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tartas,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
taskopru,Pompēiópolis,reviewed_identity,roman_identity,antq_paphlagonian,PLE:845041;PLN:845041/pompeiopolis;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 845041; AD 1 name resource 845041/pompeiopolis.
tataouine,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tavas,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tavira,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tavsanli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tawurgha,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tebessa,Theveste,reviewed_identity,roman_identity,antq_phoenician_punic,PLE:324831;PLN:324831/theveste;R2,tier2,reviewed_override,,Pleiades explicitly associates place 324831 with this modern field; AD 1 name resource 324831/theveste.
tebourba,Thuburbi Minus,reviewed_identity,roman_identity,antq_phoenician_punic,PLE:315219;PLN:315219/thuburbi-minus;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 315219; AD 1 name resource 315219/thuburbi-minus.
tedelles,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tekouch,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tempiopausania,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
teocak,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
teramo,Interamnia Praetuttiorum,reviewed_identity,roman_identity,antq_oscan_umbrian,PLE:413179;PLN:413179/interamnia-praetuttiorum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 413179; AD 1 name resource 413179/interamnia-praetuttiorum.
terme,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
termini,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
terracina,Tarracina,reviewed_identity,roman_identity,antq_latin,PLE:433143;PLN:433143/tarracina;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 433143; AD 1 name resource 433143/tarracina.
terralba,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
terranova_pausania,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
terranovasic,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
terrassa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
teruel,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tetovo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
thagaste,Thagaste,reviewed_identity,roman_identity,antq_phoenician_punic,PLE:315198;PLN:315198/thagaste;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 315198; AD 1 name resource 315198/thagaste.
thala,Thala,reviewed_identity,roman_identity,antq_phoenician_punic,PLE:324826;PLN:324826/thala;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 324826; AD 1 name resource 324826/thala.
thasos,Thasos,reviewed_identity,roman_identity,antq_lyncestian,PLE:501634;PLN:501634/thasos;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 501634; AD 1 name resource 501634/thasos.
thebes,Thebae,reviewed_direct,curated,antq_greek_koine,PLE;P8.1,secure,reviewed_override,,Secure Roman-period city form.
thessaloniki,Thessalonica,reviewed_direct,curated,antq_latin,PLE;ORB;P8.1,secure,reviewed_override,,Direct Roman Macedonian city name
thiers,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
thiesi,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
thionville,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
thiviers,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
