advance,name,age,depth,track,profile,scope,role,modifier,stacking_family,engine_category,unit,ui_decimals,script_value,display_value,representative_baseline_impact,vanilla_advance_min,vanilla_advance_max,modifier_definition,historical_source
antq_shared_craft_apprentice_households,Craft Apprentice Households,age_1_traditions,4,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_muster_ground_markers,Muster-Ground Markers,age_1_traditions,4,warfare,shared,shared,minor,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_trusted_route_brokers,Trusted Route Brokers,age_1_traditions,4,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_gift_and_tribute_tallies,Gift and Tribute Tallies,age_1_traditions,4,statecraft,shared,shared,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_healing_plant_memory,Healing-Plant Memory,age_1_traditions,4,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_relay_rest_stations,Relay Rest Stations,age_2_renaissance,4,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_sealed_storage_customs,Sealed Storage Customs,age_2_renaissance,4,statecraft,shared,shared,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_watch_fire_signals,Watch-Fire Signals,age_2_renaissance,4,warfare,shared,shared,minor,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_canal_and_ditch_musters,Canal and Ditch Musters,age_2_renaissance,4,society,shared,shared,minor,global_disease_resistance,global_disease_resistance,country,percent,0,0.03,3%,100 reference units -> 103.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_travelling_healers,Travelling Healers,age_2_renaissance,4,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_portage_team_organization,Portage-Team Organization,age_2_renaissance,4,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_public_measure_stones,Public Measure Stones,age_2_renaissance,4,statecraft,shared,shared,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_reserve_seed_stores,Reserve Seed Stores,age_2_renaissance,4,society,shared,shared,minor,global_disease_resistance,global_disease_resistance,country,percent,0,0.03,3%,100 reference units -> 103.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_scout_interpreter_networks,Scout-Interpreter Networks,age_2_renaissance,4,warfare,shared,shared,minor,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_fortified_store_compounds,Fortified Store Compounds,age_2_renaissance,4,warfare,shared,shared,minor,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_regional_arbitration_meetings,Regional Arbitration Meetings,age_2_renaissance,4,statecraft,shared,shared,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_specialist_tool_markets,Specialist Tool Markets,age_2_renaissance,4,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_observational_weather_lore,Observational Weather Lore,age_2_renaissance,4,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_quarry_work_crews,Quarry Work Crews,age_2_renaissance,4,society,shared,shared,minor,global_disease_resistance,global_disease_resistance,country,percent,0,0.03,3%,100 reference units -> 103.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_boat_repair_yards,Boat Repair Yards,age_2_renaissance,4,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_campaign_fodder_stores,Campaign Fodder Stores,age_2_renaissance,4,warfare,shared,shared,minor,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_itinerant_memory_specialists,Itinerant Memory Specialists,age_2_renaissance,4,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI
antq_shared_emergency_grain_reserves,Emergency Grain Reserves,age_3_discovery,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_refuge_route_markers,Refuge-Route Markers,age_3_discovery,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_salvage_metal_workshops,Salvage-Metal Workshops,age_3_discovery,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_contingency_councils,Contingency Councils,age_3_discovery,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_mobile_field_stores,Mobile Field Stores,age_3_discovery,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_guarded_market_enclosures,Guarded Market Enclosures,age_3_discovery,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_epidemic_burial_protocols,Epidemic Burial Protocols,age_3_discovery,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_water_ration_customs,Water-Ration Customs,age_3_discovery,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_replacement_tool_stocks,Replacement Tool Stocks,age_3_discovery,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_local_warning_runners,Local Warning Runners,age_3_discovery,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_dispute_truce_days,Dispute-Truce Days,age_3_discovery,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_healer_exchange_circuits,Healer Exchange Circuits,age_3_discovery,4,learning,shared,shared,standard,research_speed_modifier,research_speed_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_temporary_river_ferries,Temporary River Ferries,age_3_discovery,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_surplus_seed_protection,Surplus Seed Protection,age_3_discovery,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_frontier_hostage_mediation,Frontier Hostage Mediation,age_3_discovery,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_fortress_repair_musters,Fortress Repair Musters,age_3_discovery,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_oral_crisis_chronicles,Oral Crisis Chronicles,age_3_discovery,4,learning,shared,shared,standard,research_speed_modifier,research_speed_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_storehouse_oversight,Storehouse Oversight,age_4_reformation,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_road_and_portage_inspections,Road and Portage Inspections,age_4_reformation,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_river_embankment_musters,River-Embankment Musters,age_4_reformation,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_settlement_watch_rotations,Settlement Watch Rotations,age_4_reformation,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_trained_messenger_relays,Trained Messenger Relays,age_4_reformation,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_standard_ration_bundles,Standard Ration Bundles,age_4_reformation,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_frontier_market_wards,Frontier Market Wards,age_4_reformation,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_healing_house_endowments,Healing-House Endowments,age_4_reformation,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_craft_quality_witnesses,Craft-Quality Witnesses,age_4_reformation,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_reservoir_silt_clearance,Reservoir Silt Clearance,age_4_reformation,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_winter_fodder_planning,Winter Fodder Planning,age_4_reformation,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_customary_appeal_hearings,Customary Appeal Hearings,age_4_reformation,4,statecraft,shared,shared,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_regional_festival_calendars,Regional Festival Calendars,age_4_reformation,4,learning,shared,shared,standard,research_speed_modifier,research_speed_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_refuge_wall_maintenance,Refuge-Wall Maintenance,age_4_reformation,4,warfare,shared,shared,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_long_distance_pilotage,Long-Distance Pilotage,age_4_reformation,4,exchange,shared,shared,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_granary_pest_control,Granary Pest Control,age_4_reformation,4,learning,shared,shared,standard,research_speed_modifier,research_speed_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_shared_work_obligations,Shared Work Obligations,age_4_reformation,4,society,shared,shared,standard,global_disease_resistance,global_disease_resistance,country,percent,0,0.05,5%,100 reference units -> 105.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_allied_contingent_musters,Allied Contingent Musters,age_5_absolutism,4,warfare,shared,shared,major,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_frontier_exchange_fairs,Frontier Exchange Fairs,age_5_absolutism,4,exchange,shared,shared,major,trade_range_modifier,trade_range_modifier,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_refuge_fortification,Refuge Fortification,age_5_absolutism,4,warfare,shared,shared,major,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_migrant_craft_settlements,Migrant Craft Settlements,age_5_absolutism,4,society,shared,shared,major,global_disease_resistance,global_disease_resistance,country,percent,0,0.07,7%,100 reference units -> 107.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_boat_bridge_teams,Boat-Bridge Teams,age_5_absolutism,4,exchange,shared,shared,major,trade_range_modifier,trade_range_modifier,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_mixed_custom_arbitration,Mixed-Custom Arbitration,age_5_absolutism,4,statecraft,shared,shared,major,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_winter_quarter_stores,Winter-Quarter Stores,age_5_absolutism,4,warfare,shared,shared,major,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_hostage_exchange_guarantees,Hostage-Exchange Guarantees,age_5_absolutism,4,statecraft,shared,shared,major,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_route_interpreter_households,Route-Interpreter Households,age_5_absolutism,4,learning,shared,shared,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_resettlement_boundary_surveys,Resettlement Boundary Surveys,age_6_revolutions,4,statecraft,shared,shared,major,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_mobile_market_camps,Mobile Market Camps,age_6_revolutions,4,exchange,shared,shared,major,trade_range_modifier,trade_range_modifier,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_portable_ritual_equipment,Portable Ritual Equipment,age_6_revolutions,4,society,shared,shared,major,global_disease_resistance,global_disease_resistance,country,percent,0,0.07,7%,100 reference units -> 107.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_migrant_crop_exchanges,Migrant Crop Exchanges,age_6_revolutions,4,learning,shared,shared,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_multilingual_brokers,Multilingual Brokers,age_6_revolutions,4,exchange,shared,shared,major,trade_range_modifier,trade_range_modifier,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_transport_train_repairs,Transport-Train Repairs,age_6_revolutions,4,warfare,shared,shared,major,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_river_crossing_flotillas,River-Crossing Flotillas,age_6_revolutions,4,warfare,shared,shared,major,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_dispersed_refuge_networks,Dispersed Refuge Networks,age_6_revolutions,4,society,shared,shared,major,global_disease_resistance,global_disease_resistance,country,percent,0,0.07,7%,100 reference units -> 107.00,0.03,0.15,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_shared_successor_toll_compacts,Successor Toll Compacts,age_6_revolutions,4,statecraft,shared,shared,major,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XII
antq_african_law_foundations_1,African Royal-and-Community Legal Foundations 1,age_1_traditions,0,statecraft,law_african,law_african,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P11;P13;CAH-XI
antq_african_law_foundations_2,African Royal-and-Community Legal Foundations 2,age_1_traditions,0,statecraft,law_african,law_african,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P11;P13;CAH-XI
antq_arabian_law_foundations_1,Arabian Route-and-Oasis Legal Foundations 1,age_1_traditions,0,statecraft,law_arabian,law_arabian,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P11;P13;OCD;PLE
antq_arabian_law_foundations_2,Arabian Route-and-Oasis Legal Foundations 2,age_1_traditions,0,statecraft,law_arabian,law_arabian,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P11;P13;OCD;PLE
antq_celtic_law_foundations_1,Brittonic-Hibernian Legal Foundations 1,age_1_traditions,0,statecraft,law_celtic,law_celtic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE
antq_celtic_law_foundations_2,Brittonic-Hibernian Legal Foundations 2,age_1_traditions,0,statecraft,law_celtic,law_celtic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE
antq_eastern_law_foundations_1,Eastern Maritime-and-Peninsular Legal Foundations 1,age_1_traditions,0,statecraft,law_eastern,law_eastern,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P8.4;P11;P13;CAH-XI
antq_eastern_law_foundations_2,Eastern Maritime-and-Peninsular Legal Foundations 2,age_1_traditions,0,statecraft,law_eastern,law_eastern,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P8.4;P11;P13;CAH-XI
antq_germanic_law_foundations_1,Germanic Legal Foundations 1,age_1_traditions,0,statecraft,law_germanic,law_germanic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P11;P13;TAC-GER
antq_germanic_law_foundations_2,Germanic Legal Foundations 2,age_1_traditions,0,statecraft,law_germanic,law_germanic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P11;P13;TAC-GER
antq_han_law_foundations_1,Western Han Legal Foundations 1,age_1_traditions,0,statecraft,law_han,law_han,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P11;P13;BHR;CTP-WM
antq_han_law_foundations_2,Western Han Legal Foundations 2,age_1_traditions,0,statecraft,law_han,law_han,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P11;P13;BHR;CTP-WM
