tag,name,tier,kind,age,age_years,visible_cards,visible_total_points,visible_mean_points,visible_min_points,visible_max_points,opening_eligible_cards,opening_eligible_min_points,opening_eligible_max_points,status
RYS,Ryukyu Shell-Midden,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
RYS,Ryukyu Shell-Midden,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
RYS,Ryukyu Shell-Midden,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
RYS,Ryukyu Shell-Midden,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
RYS,Ryukyu Shell-Midden,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
RYS,Ryukyu Shell-Midden,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SAB,Saba,2,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
SAB,Saba,2,country,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
SAB,Saba,2,country,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
SAB,Saba,2,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SAB,Saba,2,country,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
SAB,Saba,2,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
SAT,Satavahana,2,country,age_1_traditions,95,40,4037.50,100.94,75.00,125.00,17,87.50,125.00,pass
SAT,Satavahana,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SAT,Satavahana,2,country,age_3_discovery,92,44,9025.00,205.11,175.00,225.00,0,,,pass
SAT,Satavahana,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
SAT,Satavahana,2,country,age_5_absolutism,19,24,7325.00,305.21,275.00,325.00,0,,,pass
SAT,Satavahana,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SAX,Saxons,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
SAX,Saxons,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SAX,Saxons,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SAX,Saxons,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SAX,Saxons,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SAX,Saxons,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SBN,Sibini,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SBN,Sibini,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SBN,Sibini,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SBN,Sibini,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SBN,Sibini,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SBN,Sibini,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SDR,Ancestral Sonoran Desert,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
SDR,Ancestral Sonoran Desert,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SDR,Ancestral Sonoran Desert,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SDR,Ancestral Sonoran Desert,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SDR,Ancestral Sonoran Desert,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SDR,Ancestral Sonoran Desert,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SDY,Sadiya Foothills,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
SDY,Sadiya Foothills,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SDY,Sadiya Foothills,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
SDY,Sadiya Foothills,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
SDY,Sadiya Foothills,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SDY,Sadiya Foothills,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SEL,Selgovae,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
SEL,Selgovae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
SEL,Selgovae,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SEL,Selgovae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
SEL,Selgovae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
SEL,Selgovae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SEM,Semnones,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
SEM,Semnones,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SEM,Semnones,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SEM,Semnones,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SEM,Semnones,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SEM,Semnones,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SGK,Sangkulirang Karst,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SGK,Sangkulirang Karst,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SGK,Sangkulirang Karst,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
SGK,Sangkulirang Karst,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SGK,Sangkulirang Karst,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SGK,Sangkulirang Karst,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
SGM,Sugambri,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SGM,Sugambri,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SGM,Sugambri,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SGM,Sugambri,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SGM,Sugambri,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SGM,Sugambri,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SHC,Shache,2,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
SHC,Shache,2,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
SHC,Shache,2,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
SHC,Shache,2,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
SHC,Shache,2,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SHC,Shache,2,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
SHK,Shikoku Wa,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
SHK,Shikoku Wa,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SHK,Shikoku Wa,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
SHK,Shikoku Wa,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
SHK,Shikoku Wa,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
SHK,Shikoku Wa,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
SHM,South Halmahera Metal-Age,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SHM,South Halmahera Metal-Age,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SHM,South Halmahera Metal-Age,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
SHM,South Halmahera Metal-Age,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SHM,South Halmahera Metal-Age,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SHM,South Halmahera Metal-Age,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
SHY,Sa Huynh Coastal Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SHY,Sa Huynh Coastal Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SHY,Sa Huynh Coastal Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
SHY,Sa Huynh Coastal Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SHY,Sa Huynh Coastal Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SHY,Sa Huynh Coastal Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
SIB,Tes-Tashtyk Transition,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
SIB,Tes-Tashtyk Transition,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
SIB,Tes-Tashtyk Transition,3,sop,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
SIB,Tes-Tashtyk Transition,3,sop,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
SIB,Tes-Tashtyk Transition,3,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
SIB,Tes-Tashtyk Transition,3,sop,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
SIL,Silures,1,country,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,15,112.50,125.00,pass
SIL,Silures,1,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
SIL,Silures,1,country,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SIL,Silures,1,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
SIL,Silures,1,country,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
SIL,Silures,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SIR,Siraces,2,country,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
SIR,Siraces,2,country,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
SIR,Siraces,2,country,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
SIR,Siraces,2,country,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
SIR,Siraces,2,country,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SIR,Siraces,2,country,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
SIT,Sitones,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SIT,Sitones,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SIT,Sitones,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SIT,Sitones,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SIT,Sitones,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SIT,Sitones,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SJB,Southern Jalisco Basin,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
SJB,Southern Jalisco Basin,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SJB,Southern Jalisco Basin,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SJB,Southern Jalisco Basin,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SJB,Southern Jalisco Basin,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SJB,Southern Jalisco Basin,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SKH,Sakhalin Paleometal,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
SKH,Sakhalin Paleometal,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SKH,Sakhalin Paleometal,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
SKH,Sakhalin Paleometal,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
SKH,Sakhalin Paleometal,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
SKH,Sakhalin Paleometal,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
SKM,Sikkim Foothills,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
SKM,Sikkim Foothills,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SKM,Sikkim Foothills,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
SKM,Sikkim Foothills,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
SKM,Sikkim Foothills,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SKM,Sikkim Foothills,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SKN,Chaedini,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SKN,Chaedini,2,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SKN,Chaedini,2,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SKN,Chaedini,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SKN,Chaedini,2,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SKN,Chaedini,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SKT,Sakastan,1,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
SKT,Sakastan,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
SKT,Sakastan,1,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
SKT,Sakastan,1,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
SKT,Sakastan,1,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SKT,Sakastan,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
SLC,Basin South-Lake,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
SLC,Basin South-Lake,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SLC,Basin South-Lake,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SLC,Basin South-Lake,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SLC,Basin South-Lake,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SLC,Basin South-Lake,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SLU,Sulu Island,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SLU,Sulu Island,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SLU,Sulu Island,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
SLU,Sulu Island,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SLU,Sulu Island,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SLU,Sulu Island,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
SMD,Smolensk Dnieper-Dvina,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
SMD,Smolensk Dnieper-Dvina,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
SMD,Smolensk Dnieper-Dvina,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SMD,Smolensk Dnieper-Dvina,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
SMD,Smolensk Dnieper-Dvina,3,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
SMD,Smolensk Dnieper-Dvina,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
SME,Smertae,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
SME,Smertae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
SME,Smertae,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SME,Smertae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
SME,Smertae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
SME,Smertae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SMP,Sumpa,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
SMP,Sumpa,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SMP,Sumpa,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
SMP,Sumpa,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
SMP,Sumpa,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SMP,Sumpa,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SMT,Samatata,2,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
SMT,Samatata,2,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SMT,Samatata,2,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
SMT,Samatata,2,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
SMT,Samatata,2,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SMT,Samatata,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SMY,Dzhudzhydyag Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
SMY,Dzhudzhydyag Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
SMY,Dzhudzhydyag Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SMY,Dzhudzhydyag Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
SMY,Dzhudzhydyag Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SMY,Dzhudzhydyag Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SNE,Sierra Nevada Early,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
SNE,Sierra Nevada Early,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SNE,Sierra Nevada Early,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SNE,Sierra Nevada Early,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SNE,Sierra Nevada Early,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SNE,Sierra Nevada Early,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SNG,Senegambian,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
SNG,Senegambian,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
SNG,Senegambian,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
SNG,Senegambian,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
SNG,Senegambian,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
SNG,Senegambian,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SNR,Dauciones,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SNR,Dauciones,2,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SNR,Dauciones,2,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SNR,Dauciones,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SNR,Dauciones,2,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SNR,Dauciones,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SOG,Sogdian Cities,2,sop,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,16,87.50,125.00,pass
SOG,Sogdian Cities,2,sop,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
SOG,Sogdian Cities,2,sop,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
SOG,Sogdian Cities,2,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
SOG,Sogdian Cities,2,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SOG,Sogdian Cities,2,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
SRD,Suardones,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SRD,Suardones,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SRD,Suardones,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SRD,Suardones,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SRD,Suardones,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SRD,Suardones,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SRS,Saurashtra Coastal Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
SRS,Saurashtra Coastal Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
SRS,Saurashtra Coastal Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
SRS,Saurashtra Coastal Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
SRS,Saurashtra Coastal Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SRS,Saurashtra Coastal Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SRY,Saryarka Late Iron-Age Horizon,3,sop,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,16,87.50,125.00,pass
SRY,Saryarka Late Iron-Age Horizon,3,sop,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
SRY,Saryarka Late Iron-Age Horizon,3,sop,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
SRY,Saryarka Late Iron-Age Horizon,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
SRY,Saryarka Late Iron-Age Horizon,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SRY,Saryarka Late Iron-Age Horizon,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
SSH,Southern Plateau Corridor Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SSH,Southern Plateau Corridor Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
SSH,Southern Plateau Corridor Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
SSH,Southern Plateau Corridor Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
SSH,Southern Plateau Corridor Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
SSH,Southern Plateau Corridor Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
SUE,Suebi,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SUE,Suebi,2,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SUE,Suebi,2,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SUE,Suebi,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
