tag,name,region,regular_land,levy_land,mercenary_land,regular_navy,coastal_locations,naval_capability,patrol_navy,transport_navy,land_floor,levy_floor,mercenary_floor,naval_capability_floor,inland_exclusion_floor
VRN,Varini,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,doberan;grevesmuhlen;rostock;wismar,limited_transport,,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
MUG,Mugilones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,gryfia_gora;kolobrzeg;koszalin,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SBN,Sibini,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,lebork;slawno;slupsk,limited_transport,,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BRC,Bructeri,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
SGM,Sugambri,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
CTU,Chattuarii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,bremen;delmenhorst;elsfleth;gestenthorpe;osterholz,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
GMB,Gamabrivii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
CMB,Cimbri,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,aalborg;ars;hjorring;randers;skagen;thisted;viborg,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
RDN,Reudigni,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,aabenraa;haderslev;ribe;tonder,limited_transport,,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
AVN,Aviones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,hammershus;helsingor;kalundborg;kobenhavn;ringsted;roskilde;slagelse;vordingborg,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SRD,Suardones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,assens;falster;navskov;odense;svendborg,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
EUD,Eudoses,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,bolling;holstebro_lundenes;ringkobing;varde,limited_transport,,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SIT,Sitones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
SUE,Suebi,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers;antq_suebian_household_retinue,antq_caravan_guard_company;antq_frontier_spear_company;antq_germanic_bodyguards,,,inland,,,pass,pass,pass,pass,pass
NAR,Naristi,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers;antq_suebian_household_retinue,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
LUG,Lugii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
NHR,Naharvali,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
MSI,Marsigni,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
BUU,Buri,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
MIM,Manimi,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
HLV,Helveconae,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
HRI,Harii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
HLS,Helisii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ZUM,Zumi,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
PRZ,Greater-Poland Przeworsk,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
LPR,Lesser-Poland Przeworsk,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
PLH,Pskov-Luga Pottery,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_baltic_sewn_plank_patrol;antq_baltic_sewn_plank_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,ivangorod;koporye;martyshkino;neva;soikino,organized_patrol,antq_baltic_sewn_plank_patrol;antq_coastal_watch_craft,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
MOK,Moskva-Oka Late Dyakovo Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
UVF,Nizhny-Novgorod Gorodets,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
UVD,Upper Volga Late Dyakovo Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
KLY,Klyazma Late Dyakovo Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
WHT,Late Kargopol Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_finnic_coastal_dugout_patrol;antq_finnic_coastal_transport;antq_limited_coastal_transport;antq_local_watercraft,luda;maloshuyka;nyonoksa;sumsky_posad;unezhma;village_onega,organized_patrol,antq_coastal_watch_craft;antq_finnic_coastal_dugout_patrol,antq_finnic_coastal_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
MZN,Late Belomorye Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_local_watercraft,arkhangelsk;pomorye,local_watercraft,,,pass,pass,pass,pass,pass
VYG,Pidzh Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
MRV,Sura-Volga Gorodets Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
TGD,Tsna-Upper Don Gorodets Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
SMD,Smolensk Dnieper-Dvina,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
RZM,Oka-Moksha Gorodets Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
BLR,Upper Dnieper-Dvina Culture,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
NEM,Upper Neman Pottery,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ZRB,Zarubintsy Horizon,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
PDL,Podolian Lipița,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
RLG,Red-Ruthenian Lipița,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
DNP,Desna Zarubintsy,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
RBD,Right-Bank Zarubintsy,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
LBD,Left-Bank Zarubintsy,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
KRL,Ladoga Early Iron-Age Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_local_watercraft,saarijoki,local_watercraft,,,pass,pass,pass,pass,pass
PRM,Middle Kama Glyadenovo Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
VYP,Vyatka Pyanobor Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
VLF,Lower Kama Pyanobor Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
SUG,Kara-Abyz Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
SMY,Dzhudzhydyag Culture,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
SRG,Omsk-Ishim Sargat Culture,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
AKL,Forest-Steppe Altai Kulay,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ALT,Altai Xiongnu-Contact Horizon,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
KUL,Kulay Horizon,Steppe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
UGR,Lower Irtysh Kulay Horizon,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
HOK,Hokuriku Wa,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,fugeshi;higashikubiki;imizu;iwafune;kaga;kamo;kariwa;koshi;nei;niikawa;nishikanbara;nishikubiki;nomi;noto_jap;nutari;nyuu;sakai_echizen;sawata;suzu;tsuruga,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
SHK,Shikoku Wa,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,agawa;aki_shikoku;awa_shikoku;awaji;aya;hata;hidaka;higashimuro;iyo;kaifu;kaisou;kami_shikoku;kita_shikoku;miki;minamimuro;mitoyo;nagaoka;naka_shikoku;nakata;nii;nishimuro;ochi;takaoka;ukena;uwa,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
OHW,Northern Honshu,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,akita;hanawa;hiyama;inaka;iwaki;kamihei;kamikita;kesen;kikuta;kitahei;kuji;miyagi;motoyoshi;namekata;naraha;natori;nukanobu;oshika;shimohei;shimokita;shineha;tagawa;toshima;uda_mutsu;yuri;yuza,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
RYS,Ryukyu Shell-Midden,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport,nakijin;oozato;urasoe,limited_transport,,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
KYU,Northern Kyushu Wa,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,akita_kumamoto;amabe;amakusa;ashikita;gomu;hakata;hayami;higashimatsuura;higashisonogi;higashiusuki;ibusuki;izumi_satsuma;kagoshima;kamiagata;kimotsuki;kishima;koyu;kumage_oosumi;kunisaki;kuwabara;mashiki;mii;mikasa;mike;minamimatsuura;minamimorokata;miyazaki;naka_hyuuga;nakatsu;nishimatsuura;nishisonogi;onga;ooita;oosumi;saga;satsuma;shimoagata;soo;takaki;tamana;usa;yatsushiro_higo,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
IZM,Izumo Wa,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,aimi;futakata;houmi;izumo;kasa;keta_tajima;kume_houki;mino;naka_iwami;nima;oki;onyuu;ou;takakusa;yosa,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
KBI,Kibi Wa,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,abu;akashi;aki;akou;asa;asakuchi;ashida;joutou;kuga;kumage;ootsu;saba;saeki;sera;shikama;toyota;toyoura;tsuno;wake;yoshiki_suou,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
TKW,Tokai Wa,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_wa_coastal_transport;antq_wa_logboat_patrol,aichi;aikou;ashigara;awa;chiba;fuchi;fuji;hekikai;hoi;ibaraki;ichihara;ichishi;ihara;isumi;kamakura;kamo_izu;kashima;katori;katsushika;kitamuro;kitou;kuji_kanto;makuda;mie;musa;naka;nakajima;shida;shima;suntou;suzuka;tachibana;taga;tagata;taki;toshima_kanto;toyoda;watarai,organized_patrol,antq_coastal_watch_craft;antq_wa_logboat_patrol,antq_limited_coastal_transport;antq_wa_coastal_transport,pass,pass,pass,pass,pass
EHW,Eastern Honshu,Japan,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
NOK,Late Nok Horizon,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
LCH,Lake Chad Basin,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
MNG,Middle Niger,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
WGD,Western Sahel,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_local_watercraft,awlil;rosso,local_watercraft,,,pass,pass,pass,pass,pass
VLT,Volta Basin,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
SNG,Senegambian,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_west_african_estuary_canoe;antq_west_african_river_transport,albreda;bafata;beer_dun;bintang;bissau;cacheu;casamance;diaboudior;gambia;joal;juffure;ndar;portudal;sine_ngayene;tankular;tivaouane,organized_patrol,antq_coastal_watch_craft;antq_west_african_estuary_canoe,antq_limited_coastal_transport;antq_west_african_river_transport,pass,pass,pass,pass,pass
