design_tag,engine_tag,kind,government_source,reform,estate_profile,visible_privilege_count,profile_privilege_count,exact_privilege_count,visible_privileges
MAM,XGI,sop,sourced,antq_amur_forest_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LAM,XGJ,sop,sourced,antq_amur_forest_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SKH,SKH,sop,sourced,antq_sakhalin_maritime_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
YIL,YIL,sop,sourced,antq_ussuri_poltsian_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MDN,XGK,sop,sourced,antq_ussuri_poltsian_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
WJO,WJO,sop,sourced,antq_northern_okjeo_corridor,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ZHZ,ZHZ,country,sourced,antq_zhangzhung_plateau_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
SMP,SMP,country,sourced,antq_sumpa_highland_confederacy,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CTP,CTP,sop,sourced,antq_changtang_pastoral_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
YAR,XGB,sop,sourced,antq_central_plateau_agropastoral_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
UTV,UTV,sop,sourced,antq_central_plateau_agropastoral_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TSG,XGC,sop,sourced,antq_central_plateau_agropastoral_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
QMC,QMC,sop,sourced,antq_eastern_plateau_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DRC,DRC,sop,sourced,antq_eastern_plateau_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
EPC,EPC,sop,sourced,antq_eastern_plateau_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BED,BED,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_chaulotaean_pasture_route_compacts|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SIB,XDO,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_kulay_casting_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GNG,XDP,country,sourced,antq_northern_indian_coin_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
AUD,XFS,sop,sourced,antq_indian_ganasangha,gana,7,6,1,antq_gana_clan_delegate_rotation|antq_gana_communal_granary_shares|antq_gana_guild_arbitration_rights|antq_gana_road_hospitality_compacts|antq_gana_shrine_hospitality_endowments|antq_gana_warrior_household_service|antq_ganasangha_council
NMS,XFT,country,sourced,antq_indo_scythian_kingship,iranian,7,6,1,antq_indo_scythian_satraps|antq_iranian_caravan_toll_compacts|antq_iranian_great_house_counsel|antq_iranian_irrigation_labor_compacts|antq_iranian_mounted_host_compacts|antq_iranian_safe_conduct_guarantees|antq_iranian_temple_endowment_registers
PCM,PCM,country,sourced,antq_northern_indian_coin_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
KSM,KSM,country,sourced,antq_northern_indian_coin_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
AYM,AYM,country,sourced,antq_northern_indian_coin_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
KSH,XFU,country,sourced,antq_northern_indian_coin_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
MLL,XFV,sop,sourced,antq_indian_ganasangha,gana,7,6,1,antq_gana_clan_delegate_rotation|antq_gana_communal_granary_shares|antq_gana_guild_arbitration_rights|antq_gana_road_hospitality_compacts|antq_gana_shrine_hospitality_endowments|antq_gana_warrior_household_service|antq_ganasangha_council
VDJ,VDJ,sop,sourced,antq_indian_ganasangha,gana,7,6,1,antq_gana_clan_delegate_rotation|antq_gana_communal_granary_shares|antq_gana_guild_arbitration_rights|antq_gana_road_hospitality_compacts|antq_gana_shrine_hospitality_endowments|antq_gana_warrior_household_service|antq_ganasangha_council
AGA,AGA,country,sourced,antq_northern_indian_coin_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
PDR,PDR,country,sourced,antq_pundranagara_urban_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
RAR,XFW,sop,sourced,antq_bengal_riverine_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VNG,VNG,sop,sourced,antq_bengal_riverine_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SMT,SMT,sop,sourced,antq_bengal_riverine_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HRK,HRK,sop,sourced,antq_bengal_riverine_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CNP,XFX,sop,sourced,antq_eastern_megalithic_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AMB,XFY,sop,sourced,antq_eastern_hill_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DDV,DDV,sop,sourced,antq_eastern_hill_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KJH,KJH,sop,sourced,antq_eastern_hill_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
UBR,UBR,sop,sourced,antq_eastern_hill_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SDY,SDY,sop,sourced,antq_eastern_hill_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MYL,MYL,sop,sourced,antq_himalayan_highland_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SKM,SKM,sop,sourced,antq_himalayan_highland_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
IMV,IMV,sop,sourced,antq_eastern_hill_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ANR,XCN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LBR,LBR,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RKU,RKU,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SRS,SRS,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KCH,XGN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MTS,XGO,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CHB,XGP,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ABN,ABN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MRN,XGQ,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
JGP,XGR,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BGT,XHD,sop,sourced,antq_sulawesi_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BNC,BNC,sop,sourced,antq_sulawesi_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BGU,BGU,sop,sourced,antq_sulawesi_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BTM,BTM,sop,sourced,antq_sulawesi_island_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LRP,LRP,sop,sourced,antq_sulawesi_highland_mortuary_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GRT,XHE,sop,sourced,antq_sulawesi_peninsula_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MKS,MKS,sop,sourced,antq_sulawesi_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KRM,XHF,sop,sourced,antq_sulawesi_river_lake_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MNH,MNH,sop,sourced,antq_sulawesi_peninsula_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LWM,LWM,sop,sourced,antq_sulawesi_river_lake_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NHM,NHM,sop,sourced,antq_north_maluku_metal_age_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SHM,XHG,sop,sourced,antq_north_maluku_metal_age_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BER,XDR,sop,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MUS,XFM,sop,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SLC,SLC,sop,sourced,antq_mesoamerican_formative_civic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PTF,PTF,sop,sourced,antq_mesoamerican_formative_civic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MRF,MRF,sop,sourced,antq_mesoamerican_formative_civic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NHC,NHC,sop,sourced,antq_mesoamerican_exchange_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TPC,XGS,sop,sourced,antq_mesoamerican_formative_civic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GLS,XGT,sop,sourced,antq_mesoamerican_exchange_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GPC,GPC,sop,sourced,antq_mesoamerican_exchange_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ONH,ONH,sop,sourced,antq_mesoamerican_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
IZA,IZA,country,sourced,antq_mesoamerican_urban_ritual_center,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CPH,CPH,sop,sourced,antq_mesoamerican_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CHC,XDT,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CLC,XDU,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CPS,CPS,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VCS,VCS,sop,sourced,antq_andean_irrigated_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VIR,VIR,sop,sourced,antq_andean_irrigated_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NAZ,NAZ,country,sourced,antq_andean_ceremonial_centre_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LIM,XCW,sop,sourced,antq_andean_irrigated_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ATC,XDI,sop,sourced,antq_andean_irrigated_valley_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CBA,XDL,sop,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
REC,REC,country,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HUA,XHJ,sop,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PUK,XHK,country,sourced,antq_andean_ceremonial_centre_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TIW,TIW,country,sourced,antq_andean_ceremonial_centre_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
WNK,WNK,sop,sourced,antq_wankarani_mound_village_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MRH,XHL,sop,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
UTC,UTC,sop,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
YUN,YUN,sop,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MYB,MYB,sop,sourced,antq_andean_highland_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VRN,VRN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MUG,XDV,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SBN,SBN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BRC,XDW,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
