tag,name,kind,region,government_resolution,reform,programme_profile,programme_count,setting_tied_count,aptitudes,modifier_family_count,programmes,status
BRC,Bructeri,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SGM,Sugambri,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
CTU,Chattuarii,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
GMB,Gamabrivii,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
CMB,Cimbri,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
RDN,Reudigni,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
AVN,Aviones,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SRD,Suardones,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
EUD,Eudoses,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SIT,Sitones,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SUE,Suebi,sop,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
NAR,Naristi,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
LUG,Lugii,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
NHR,Naharvali,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
MSI,Marsigni,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
BUU,Buri,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
MIM,Manimi,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
HLV,Helveconae,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
HRI,Harii,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
HLS,Helisii,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
ZUM,Zumi,sop,Germania,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
PRZ,Greater-Poland Przeworsk,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
LPR,Lesser-Poland Przeworsk,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
PLH,Pskov-Luga Pottery,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
MOK,Moskva-Oka Late Dyakovo Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
UVF,Nizhny-Novgorod Gorodets,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
UVD,Upper Volga Late Dyakovo Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
KLY,Klyazma Late Dyakovo Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
WHT,Late Kargopol Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
MZN,Late Belomorye Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
VYG,Pidzh Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
MRV,Sura-Volga Gorodets Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
TGD,Tsna-Upper Don Gorodets Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
SMD,Smolensk Dnieper-Dvina,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
RZM,Oka-Moksha Gorodets Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
BLR,Upper Dnieper-Dvina Culture,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
NEM,Upper Neman Pottery,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
ZRB,Zarubintsy Horizon,sop,Eastern Europe,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
PDL,Podolian Lipița,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_caucasian_pass_tower_watches;antq_regprog_caucasian_wine_amphora_shares;antq_regprog_caucasian_hillfort_grain_bins;antq_regprog_caucasian_hostage_surety_tokens,pass
RLG,Red-Ruthenian Lipița,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_caucasian_pass_tower_watches;antq_regprog_caucasian_wine_amphora_shares;antq_regprog_caucasian_hillfort_grain_bins;antq_regprog_caucasian_hostage_surety_tokens,pass
DNP,Desna Zarubintsy,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
RBD,Right-Bank Zarubintsy,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
LBD,Left-Bank Zarubintsy,sop,Eastern Europe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
KRL,Ladoga Early Iron-Age Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
PRM,Middle Kama Glyadenovo Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
VYP,Vyatka Pyanobor Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
VLF,Lower Kama Pyanobor Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
SUG,Kara-Abyz Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
SMY,Dzhudzhydyag Culture,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
SRG,Omsk-Ishim Sargat Culture,sop,Steppe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
AKL,Forest-Steppe Altai Kulay,sop,Steppe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
ALT,Altai Xiongnu-Contact Horizon,sop,Steppe,explicit_government_ledger,antq_altai_contact_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
