design_tag,government_type,heir_selection,ruler,heir,consort,active_regent,regency,start_regency_date,end_regency_date,reform,privileges,laws,societal_values,source,confidence,note
DNP,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=60,RAS-ZAR;P13,contested,Anonymous Desna Zarubintsy material-frame adapter; archaeology does not establish one ruler or constitution.
RBD,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,RAS-ZAR;P13,contested,Anonymous Right-Bank Zarubintsy material-frame adapter; archaeology does not establish one ruler or constitution.
LBD,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=65,RAS-ZAR;P13,contested,Anonymous Left-Bank Zarubintsy material-frame adapter; archaeology does not establish one ruler or constitution.
KRL,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-65|traditionalist_vs_innovative=-55|aristocracy_vs_plutocracy=-60|capital_economy_vs_traditional_economy=80,GERMANIA-NEVA;P13,contested,Anonymous Ladoga early-Iron-Age material-frame adapter; no later Karelian state or ruler is projected backward.
PRM,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=70,BSE-GLYADENOVO;P13,contested,Anonymous Middle-Kama Glyadenovo material-frame adapter; no unitary polity or ruler is inferred.
VYP,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=70,ENC-NEEU;P13,contested,Anonymous Vyatka Pyanobor material-frame adapter; no unitary polity or ruler is inferred.
VLF,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=65,ENC-NEEU;P13,contested,Anonymous Lower-Kama Pyanobor material-frame adapter; no later Kazan or Bolghar state is projected backward.
SUG,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=65,AES-SOUTH-URAL;P13,contested,Anonymous Kara-Abyz material-frame adapter; no later Bashkir state or identity is projected backward.
SMY,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-75|traditionalist_vs_innovative=-60|aristocracy_vs_plutocracy=-65|capital_economy_vs_traditional_economy=90,ENC-NEEU;P13,contested,Anonymous Dzhudzhydyag material-frame adapter for northern mobile collectives; no unitary polity or ruler is inferred.
SRG,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-30|aristocracy_vs_plutocracy=-35|capital_economy_vs_traditional_economy=55,RAS-SAR;RAS-SARGAT-CHRON;P13,contested,Anonymous Omsk-Ishim Sargat material-frame adapter; archaeology does not establish one ruler or constitution.
AKL,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=65,ASU-ALTAI-KULAY;P13,contested,Anonymous forest-steppe Altai Kulay material-frame adapter; no unitary polity or ruler is inferred.
ALT,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-40|traditionalist_vs_innovative=-30|aristocracy_vs_plutocracy=-35|capital_economy_vs_traditional_economy=55,ACSS-ALTAI-XIONGNU;P13,contested,Anonymous Altai Xiongnu-contact material-frame adapter; contact does not establish occupation one ruler or constitution.
KUL,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,TOM-KUL;P13,contested,Anonymous Kulay material-frame adapter; archaeology does not establish one ruler or constitution.
UGR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-65|traditionalist_vs_innovative=-55|aristocracy_vs_plutocracy=-60|capital_economy_vs_traditional_economy=80,TOM-KUL;BSE-UST-POLUY;P13,contested,Anonymous Lower-Irtysh Kulay material-frame adapter; no later Ugric state or ruler is projected backward.
SIB,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=60,FU-TASHTYK;P13,contested,Anonymous Tes-Tashtyk transition material-frame adapter at the campaign boundary; no unitary polity or ruler is inferred.
