tag,name,region,evidence_class,emblem,color1,color2,color3,emblem_color1,emblem_color2,emblem_color3,position_x,position_y,scale_x,scale_y,source,confidence,note
SRS,Saurashtra Coastal Networks,India,documented_material_motif,ce_fish_okeane.dds,blue,yellow,green,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Saurashtra Coastal Networks UI differentiation only; not a reconstructed flag
KCH,Kutch Island-Coast Networks,India,documented_material_motif,ce_boat_shield.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Kutch Island-Coast Networks UI differentiation only; not a reconstructed flag
MTS,Matsya-Dhundhar,India,documented_material_motif,ce_elephant_asian.dds,red,yellow,white,color2,color2,color1,0.47,0.45,0.74,0.80,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Matsya-Dhundhar Communities UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
CHB,Chambal-Gird,India,documented_material_motif,ce_elephant_asian.dds,green,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Chambal-Gird Communities UI differentiation only; not a reconstructed flag
ABN,Ahar-Banas Highland,India,documented_material_motif,ce_elephant_asian.dds,black,white,red,color2,color2,color1,0.47,0.45,0.74,0.80,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Ahar-Banas Highland Communities UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
MRN,Marwar-Nagaur Caravan Networks,India,documented_material_motif,ce_spear_head_random_small.dds,red,white,black,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Marwar-Nagaur Caravan Networks UI differentiation only; not a reconstructed flag
JGP,Jangladesh Pastoral Networks,India,documented_material_motif,ce_deer_kneeling.dds,yellow,black,white,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Jangladesh Pastoral Networks UI differentiation only; not a reconstructed flag
BGT,Banggai-Tomini Maritime,Southeast Asia,documented_material_motif,ce_fish_naiant.dds,blue,white,yellow,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-SULAWESI;SPAFA-TOPOGARO;P20,contested,Period-inspired Banggai-Tomini Maritime Communities UI standard; not a reconstructed flag
BNC,Bone-Cenrana Coastal,Southeast Asia,documented_material_motif,ce_elephant_asian.dds,red,yellow,blue,color2,color2,color1,0.47,0.45,0.74,0.80,ANU-SULAWESI;P20,contested,Period-inspired Bone-Cenrana Coastal Communities UI standard; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
BGU,Bungku-Kendari Coast,Southeast Asia,documented_material_motif,ce_spear_head_random_small.dds,green,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-SULAWESI;SPAFA-TOPOGARO;P20,contested,Period-inspired Bungku-Kendari Coast Communities UI standard; not a reconstructed flag
BTM,Buton-Muna Island,Southeast Asia,documented_material_motif,ce_boat_shield.dds,blue,white,red,color2,color2,color1,0.50,0.45,0.78,0.84,ANU-SULAWESI;P20,contested,Period-inspired Buton-Muna Island Communities UI standard; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
LRP,Lore-Poso Highland,Southeast Asia,documented_material_motif,ce_spiral.dds,black,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.76,UNESCO-LORE;SPAFA-TOPOGARO;P20,contested,Period-inspired Lore-Poso Highland Communities UI standard; not a reconstructed flag
GRT,Gorontalo-Tomini,Southeast Asia,documented_material_motif,ce_elephant_asian.dds,green,yellow,blue,color2,color2,color1,0.47,0.45,0.74,0.80,ANU-SULAWESI;P20,contested,Period-inspired Gorontalo-Tomini Communities UI standard; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
MKS,South Sulawesi Coastal,Southeast Asia,documented_material_motif,ce_cartwheel.dds,red,white,yellow,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-SULAWESI;P20,contested,Period-inspired South Sulawesi Coastal Communities UI standard; not a reconstructed flag
KRM,Karama Valley Metal-Age,Southeast Asia,documented_material_motif,ce_circle.dds,orange,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,BRIN-KARAMA;ANU-SULAWESI;P20,contested,Period-inspired Karama Valley Metal-Age Communities UI standard; not a reconstructed flag
MNH,North Sulawesi Peninsula,Southeast Asia,documented_material_motif,ce_deer_kneeling.dds,blue,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-SULAWESI;P20,contested,Period-inspired North Sulawesi Peninsula Communities UI standard; not a reconstructed flag
LWM,Matano-Luwu Lake-Coast,Southeast Asia,documented_material_motif,ce_spiral_star_06.dds,black,white,green,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-SULAWESI;P20,contested,Period-inspired Matano-Luwu Lake-Coast Communities UI standard; not a reconstructed flag
NHM,North Halmahera Metal-Age,Southeast Asia,documented_material_motif,ce_elephant_asian.dds,red,white,blue,color2,color2,color1,0.47,0.45,0.74,0.80,ANU-MALUKU;P20,contested,Period-inspired North Halmahera Metal-Age Communities UI standard; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
SHM,South Halmahera Metal-Age,Southeast Asia,documented_material_motif,ce_fishes_in_pale_shield.dds,green,white,yellow,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-MALUKU;P20,contested,Period-inspired South Halmahera Metal-Age Communities UI standard; not a reconstructed flag
BER,Gaetuli,Africa,documented_material_motif,ce_african_ram_horns.dds,orange,black,white,color2,color2,color1,0.5,0.50,0.80,0.80,TRE-GAE;SOR-AFRICA-FRONTIER;P20,contested,Period-inspired high-plateau pastoral motif for Gaetulian UI differentiation only; not a reconstructed flag
MUS,Musulamii,Africa,documented_material_motif,ce_horse_head.dds,red,white,black,color2,color2,color1,0.5,0.50,0.82,0.82,TAC-ANN-TACF;SOR-AFRICA-FRONTIER;P20,contested,Period-inspired mounted-frontier motif for Musulamian UI differentiation only; not a reconstructed flag
SLC,Basin South-Lake,Mesoamerica,documented_material_motif,ce_glyph_maya_ajaw_kin.dds,blue,white,green,color2,color2,color1,0.47,0.45,0.74,0.80,INAH-CUICUILCO-TEO;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
PTF,Puebla-Tlaxcala Formative Centers,Mesoamerica,documented_material_motif,ce_cartwheel.dds,red,white,black,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-CANTONA;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
MRF,Morelos Formative,Mesoamerica,documented_material_motif,ce_spiral.dds,green,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-CHALCATZINGO;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
NHC,Northern Highland,Mesoamerica,documented_material_motif,ce_spear_head_random_small.dds,black,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,P8.10;CAH-XI;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
TPC,Tamtoc-Panuco,Mesoamerica,documented_material_motif,ce_glyph_maya_ajaw_kin.dds,blue,yellow,green,color2,color2,color1,0.47,0.45,0.74,0.80,INAH-TAMTOC;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
GLS,Gulf Lowland-Sierra Networks,Mesoamerica,documented_material_motif,ce_asian_animist_sun.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-TAPAK;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
GPC,Guerrero Pacific,Mesoamerica,documented_material_motif,ce_spear_head_random_small.dds,red,yellow,blue,color2,color2,color1,0.5,0.50,0.76,0.76,P8.10;CAH-XI;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
ONH,Oaxaca Northwest Highland,Mesoamerica,documented_material_motif,ce_cartwheel.dds,black,yellow,white,color2,color2,color1,0.5,0.50,0.76,0.76,P8.10;CAH-XI;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
IZA,Izapa-Soconusco Center,Mesoamerica,documented_material_motif,ce_spiral.dds,blue,red,yellow,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-IZAPA;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
CPH,Chiapas Highland-Lowland Networks,Mesoamerica,documented_material_motif,ce_cartwheel.dds,green,red,black,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-IZAPA;P8.10;CAH-XI;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
CHC,Chauci,Germania,regional_material_reconstruction,ce_eagle.dds,green,yellow,white,color2,color3,color1,0.50,0.54,0.74,0.85,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Chauci; an explicitly marked regional UI reconstruction, not a historical flag."
CLC,Caulci,Germania,regional_material_reconstruction,ce_fish_naiant.dds,green,yellow,white,color2,color3,color1,0.54,0.54,0.74,0.85,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Caulci; an explicitly marked regional UI reconstruction, not a historical flag."
CPS,Campsiani,Germania,regional_material_reconstruction,ce_boar_passant.dds,green,white,yellow,color2,color3,color1,0.46,0.46,0.80,0.85,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Campsiani; an explicitly marked regional UI reconstruction, not a historical flag."
VCS,Vicus,Andes,documented_material_motif,ce_andean_small_double_headed_feline.dds,red,yellow,black,color2,color2,color3,0.5,0.5,0.82,0.82,MET-VICUS;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Vicus Communities UI identification only; not a reconstructed state flag
VIR,Gallinazo,Andes,documented_material_motif,ce_andean_chimu_bird_disk.dds,orange,black,yellow,color2,color2,color3,0.5,0.5,0.82,0.82,PNAS-VIR;WIL-GAL;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Gallinazo Communities UI identification only; not a reconstructed state flag
NAZ,Nazca,Andes,documented_material_motif,ce_andean_small_tocapu_03.dds,purple,yellow,red,color2,color2,color3,0.5,0.5,0.82,0.82,CAM-NASCA-EIP;CWP-ANDES;MET-ANDES-1500;P8.10;P20,contested,Installed Andean visual motif for Nazca UI identification only; not a reconstructed state flag
LIM,Lima Culture,Andes,documented_material_motif,ce_andean_small_fish_double.dds,blue,yellow,white,color2,color2,color3,0.5,0.5,0.82,0.82,MET-ANDES-1500;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Lima Culture UI identification only; not a reconstructed state flag
ATC,Atico-Caraveli Valley,Andes,documented_material_motif,ce_andean_chango_bird.dds,red,white,black,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;MET-ANDES-1500;P8.10;P20,contested,Installed Andean visual motif for Atico-Caraveli Valley Communities UI identification only; not a reconstructed state flag
CBA,Cusco Basin,Andes,documented_material_motif,ce_andean_small_cross_cusco.dds,red,yellow,black,color2,color2,color3,0.5,0.5,0.82,0.82,CUSCO-FORMATIVE;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Cusco Basin Communities UI identification only; not a reconstructed state flag
REC,Recuay,Andes,documented_material_motif,ce_andean_cross_chavin.dds,orange,black,yellow,color2,color2,color3,0.5,0.5,0.82,0.82,MET-ANDES-1500;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Recuay UI identification only; not a reconstructed state flag
HUA,Huarpa,Andes,documented_material_motif,ce_andean_cross_huari.dds,purple,yellow,red,color2,color2,color3,0.5,0.5,0.82,0.82,ANT-HUARPA;MET-ANDES-1500;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Huarpa Communities UI identification only; not a reconstructed state flag
PUK,Pukara,Andes,documented_material_motif,ce_andean_twin_deities.dds,blue,yellow,white,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;MET-ANDES-1500;P8.10;P20,contested,Installed Andean visual motif for Pukara UI identification only; not a reconstructed state flag
TIW,Early Tiwanaku,Andes,documented_material_motif,ce_andean_cross_tiwanaku.dds,red,white,black,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;MET-ANDES-1500;P8.10;P20,contested,Installed Andean visual motif for Early Tiwanaku UI identification only; not a reconstructed state flag
WNK,Wankarani,Andes,documented_material_motif,ce_andean_small_puma.dds,red,yellow,black,color2,color2,color3,0.5,0.5,0.82,0.82,JFA-WANK;LAA-WANK;CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Wankarani Communities UI identification only; not a reconstructed state flag
MRH,Cajamarca-Marcahuamachuco,Andes,documented_material_motif,ce_andean_small_mask.dds,orange,black,yellow,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;MET-ANDES-1500;P8.10;P20,contested,Installed Andean visual motif for Cajamarca-Marcahuamachuco Communities UI identification only; not a reconstructed state flag
UTC,Upper Utcubamba,Andes,documented_material_motif,ce_andean_small_bird_03.dds,purple,yellow,red,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Upper Utcubamba Communities UI identification only; not a reconstructed state flag
YUN,Eastern Yunga Valley Networks,Andes,documented_material_motif,ce_andean_small_double_spiral.dds,blue,yellow,white,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Eastern Yunga Valley Networks UI identification only; not a reconstructed state flag
MYB,Moyobamba Foothill,Andes,documented_material_motif,ce_andean_small_bird_02.dds,red,white,black,color2,color2,color3,0.5,0.5,0.82,0.82,CWP-ANDES;P8.10;P20,contested,Installed Andean visual motif for Moyobamba Foothill Communities UI identification only; not a reconstructed state flag
VRN,Varini,Germania,regional_material_reconstruction,ce_boar_head.dds,green,white,yellow,color2,color3,color1,0.50,0.46,0.80,0.85,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Varini; an explicitly marked regional UI reconstruction, not a historical flag."
MUG,Mugilones,Germania,regional_material_reconstruction,ce_stag.dds,green,white,yellow,color2,color3,color1,0.54,0.46,0.80,0.70,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Mugilones; an explicitly marked regional UI reconstruction, not a historical flag."
SBN,Sibini,Germania,regional_material_reconstruction,ce_stag_head_antlers_embowed.dds,green,white,yellow,color2,color3,color1,0.46,0.50,0.80,0.70,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Sibini; an explicitly marked regional UI reconstruction, not a historical flag."
BRC,Bructeri,Germania,regional_material_reconstruction,ce_wolf_head.dds,green,white,yellow,color2,color3,color1,0.50,0.50,0.80,0.70,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Bructeri; an explicitly marked regional UI reconstruction, not a historical flag."
SGM,Sugambri,Germania,regional_material_reconstruction,ce_wolf_passant.dds,green,white,yellow,color2,color3,color1,0.54,0.50,0.80,0.70,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Sugambri; an explicitly marked regional UI reconstruction, not a historical flag."
CTU,Chattuarii,Germania,regional_material_reconstruction,ce_horse_head.dds,green,white,yellow,color2,color3,color1,0.46,0.54,0.80,0.70,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Chattuarii; an explicitly marked regional UI reconstruction, not a historical flag."
GMB,Gamabrivii,Germania,regional_material_reconstruction,ce_horse_salient.dds,green,white,yellow,color2,color3,color1,0.50,0.54,0.80,0.75,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Gamabrivii; an explicitly marked regional UI reconstruction, not a historical flag."
CMB,Cimbri,Germania,regional_material_reconstruction,ce_spear_head_random_small.dds,green,white,yellow,color2,color3,color1,0.54,0.54,0.80,0.75,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Cimbri; an explicitly marked regional UI reconstruction, not a historical flag."
RDN,Reudigni,Germania,regional_material_reconstruction,ce_bow_arrow.dds,green,white,yellow,color2,color3,color1,0.46,0.46,0.86,0.75,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Reudigni; an explicitly marked regional UI reconstruction, not a historical flag."
AVN,Aviones,Germania,regional_material_reconstruction,ce_tree_oak_simple.dds,green,white,yellow,color2,color3,color1,0.50,0.46,0.86,0.75,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Aviones; an explicitly marked regional UI reconstruction, not a historical flag."
SRD,Suardones,Germania,regional_material_reconstruction,ce_deer_kneeling.dds,green,white,yellow,color2,color3,color1,0.54,0.46,0.86,0.75,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Suardones; an explicitly marked regional UI reconstruction, not a historical flag."
EUD,Eudoses,Germania,regional_material_reconstruction,ce_cartwheel.dds,green,white,yellow,color2,color3,color1,0.46,0.50,0.86,0.80,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Eudoses; an explicitly marked regional UI reconstruction, not a historical flag."
SIT,Sitones,Germania,regional_material_reconstruction,ce_spiral.dds,green,white,yellow,color2,color3,color1,0.50,0.50,0.86,0.80,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Sitones; an explicitly marked regional UI reconstruction, not a historical flag."
SUE,Suebi,Germania,documented_material_motif,ce_spear_head_random_small.dds,red,white,black,color2,color2,color1,0.5,0.50,0.80,0.82,STR-GER;TAC-GER;P20,contested,Period-inspired martial standard for Suebian UI differentiation only; not a reconstructed confederation flag
NAR,Naristi,Germania,regional_material_reconstruction,ce_sun_radiant_simple.dds,green,white,yellow,color2,color3,color1,0.54,0.50,0.86,0.80,P8.7;CAH-XI;TAC-GER;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Naristi; an explicitly marked regional UI reconstruction, not a historical flag."
LUG,Lugii,Germania,regional_material_reconstruction,ce_bull_head.dds,green,white,yellow,color2,color3,color1,0.46,0.54,0.86,0.80,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Lugii; an explicitly marked regional UI reconstruction, not a historical flag."
NHR,Naharvali,Germania,regional_material_reconstruction,ce_eagle.dds,green,white,yellow,color2,color3,color1,0.50,0.54,0.86,0.80,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Naharvali; an explicitly marked regional UI reconstruction, not a historical flag."
MSI,Marsigni,Germania,regional_material_reconstruction,ce_fish_naiant.dds,green,white,yellow,color2,color3,color1,0.54,0.54,0.86,0.85,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Marsigni; an explicitly marked regional UI reconstruction, not a historical flag."
BUU,Buri,Germania,regional_material_reconstruction,ce_boar_passant.dds,yellow,green,white,color2,color3,color1,0.46,0.46,0.68,0.85,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Buri; an explicitly marked regional UI reconstruction, not a historical flag."
MIM,Manimi,Germania,regional_material_reconstruction,ce_boar_head.dds,yellow,green,white,color2,color3,color1,0.50,0.46,0.68,0.85,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Manimi; an explicitly marked regional UI reconstruction, not a historical flag."
HLV,Helveconae,Germania,regional_material_reconstruction,ce_stag.dds,yellow,green,white,color2,color3,color1,0.54,0.46,0.68,0.85,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Helveconae; an explicitly marked regional UI reconstruction, not a historical flag."
HRI,Harii,Germania,regional_material_reconstruction,ce_stag_head_antlers_embowed.dds,yellow,green,white,color2,color3,color1,0.46,0.50,0.68,0.85,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Harii; an explicitly marked regional UI reconstruction, not a historical flag."
HLS,Helisii,Germania,regional_material_reconstruction,ce_wolf_head.dds,yellow,green,white,color2,color3,color1,0.50,0.50,0.68,0.70,P8.7;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Helisii; an explicitly marked regional UI reconstruction, not a historical flag."
ZUM,Zumi,Germania,regional_material_reconstruction,ce_wolf_passant.dds,yellow,green,white,color2,color3,color1,0.54,0.50,0.68,0.70,P8.7;STR-GER;TAC-GER;OCD-GER;PLE;P8.7;P20;P20,contested,"Period-inspired Germania material-motif composition for Zumi; an explicitly marked regional UI reconstruction, not a historical flag."
PRZ,Greater-Poland Przeworsk,Eastern Europe,documented_material_motif,ce_spear_head_random_small.dds,black,red,white,color2,color2,color1,0.5,0.50,0.78,0.82,UW-PRZEWORSK;P20,contested,Period-inspired spearhead standard for Greater-Poland Przeworsk UI differentiation only; not a reconstructed flag
LPR,Lesser-Poland Przeworsk,Eastern Europe,documented_material_motif,ce_horse_heads_addorsed.dds,red,black,white,color2,color2,color1,0.5,0.50,0.80,0.80,PAN-LPR;P20,contested,Period-inspired paired-animal standard for Lesser-Poland Przeworsk UI differentiation only; not a reconstructed flag
ILM,Msta-Ilmen Late Dyakovo Horizon,Eastern Europe,documented_material_motif,ce_deer_kneeling.dds,green,white,black,color2,color2,color1,0.47,0.45,0.74,0.80,RA-DYAKOVO-UPPER;P20,contested,Period-inspired forest-fauna standard for Msta-Ilmen late-Dyakovo UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
PLH,Pskov-Luga Pottery,Eastern Europe,documented_material_motif,ce_spiral.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.78,0.78,GERMANIA-NEVA;P20,contested,Period-inspired striated-pottery geometric standard for Pskov-Luga UI differentiation only; not a reconstructed flag
BLF,Beloe-Mologa Late Dyakovo Horizon,Finland,documented_material_motif,ce_fish_okeane.dds,blue,white,black,color2,color2,color1,0.5,0.50,0.82,0.72,RA-DYAKOVO-UPPER;P20,contested,Period-inspired lake-and-fish standard for Beloe-Mologa UI differentiation only; not a reconstructed flag
MOK,Moskva-Oka Late Dyakovo Culture,Finland,documented_material_motif,ce_stag_head_shield.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.80,0.80,RAS-DYAKOVO;P20,contested,Period-inspired forest-fauna standard for Moskva-Oka late-Dyakovo UI differentiation only; not a reconstructed flag
UVF,Nizhny-Novgorod Gorodets,Finland,documented_material_motif,ce_boar_passant_mane.dds,green,white,black,color2,color2,color1,0.5,0.50,0.82,0.78,BSE-GORODETS;P20,contested,Period-inspired forest-fauna standard for Nizhny-Novgorod Gorodets UI differentiation only; not a reconstructed flag
UVD,Upper Volga Late Dyakovo Horizon,Finland,documented_material_motif,ce_spiral_star_06.dds,blue,yellow,green,color2,color2,color1,0.5,0.50,0.80,0.80,RA-DYAKOVO-UPPER;P20,contested,Period-inspired river-and-hillfort geometric standard for Upper-Volga UI differentiation only; not a reconstructed flag
KLY,Klyazma Late Dyakovo Horizon,Finland,documented_material_motif,ce_cartwheel.dds,green,yellow,red,color2,color2,color1,0.5,0.50,0.78,0.78,RA-DYAKOVO-UPPER;P20,contested,Period-inspired settlement geometric standard for Klyazma UI differentiation only; not a reconstructed flag
WHT,Late Kargopol Culture,Finland,documented_material_motif,ce_fish_okeane.dds,white,blue,black,color2,color2,color1,0.5,0.50,0.82,0.72,ENC-NEEU;P20,contested,Period-inspired lake-and-river standard for late Kargopol UI differentiation only; not a reconstructed flag
MZN,Late Belomorye Culture,Finland,documented_material_motif,ce_crescent_moon_02.dds,blue,white,black,color2,color2,color1,0.5,0.50,0.78,0.78,ENC-NEEU;P20,contested,Period-inspired White-Sea horizon standard for late Belomorye UI differentiation only; not a reconstructed flag
VYG,Pidzh Culture,Finland,documented_material_motif,ce_spiral.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.78,0.78,ENC-NEEU;P20,contested,Period-inspired river-route geometric standard for Pidzh UI differentiation only; not a reconstructed flag
MRV,Sura-Volga Gorodets Culture,Finland,documented_material_motif,ce_boar_passant_mane.dds,black,yellow,green,color2,color2,color1,0.5,0.50,0.82,0.78,BSE-GORODETS;P20,contested,Period-inspired forest-steppe fauna standard for Sura-Volga Gorodets UI differentiation only; not a reconstructed flag
TGD,Tsna-Upper Don Gorodets Horizon,Finland,documented_material_motif,ce_spear_head_random_small.dds,green,red,black,color2,color2,color1,0.5,0.50,0.78,0.82,BSE-GORODETS;P20,contested,Period-inspired spearhead standard for Tsna-Upper-Don Gorodets UI differentiation only; not a reconstructed flag
SMD,Smolensk Dnieper-Dvina,Eastern Europe,documented_material_motif,ce_spiral_star_06.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.80,0.80,AWE-DNIEPER-DVINA;P20,contested,Period-inspired Dnieper-Dvina geometric standard for Smolensk UI differentiation only; not a reconstructed flag
RZM,Oka-Moksha Gorodets Culture,Finland,documented_material_motif,ce_stag_head_shield.dds,red,white,green,color2,color2,color1,0.5,0.50,0.80,0.80,BSE-GORODETS;P20,contested,Period-inspired forest-fauna standard for Oka-Moksha Gorodets UI differentiation only; not a reconstructed flag
BLR,Upper Dnieper-Dvina Culture,Eastern Europe,documented_material_motif,ce_cartwheel.dds,blue,white,black,color2,color2,color1,0.5,0.50,0.78,0.78,AWE-DNIEPER-DVINA;P20,contested,Period-inspired hillfort geometric standard for Upper Dnieper-Dvina UI differentiation only; not a reconstructed flag
NEM,Upper Neman Pottery,Eastern Europe,documented_material_motif,ce_spiral.dds,black,white,blue,color2,color2,color1,0.5,0.50,0.78,0.78,LIT-NEMAN-STRIATED;P20,contested,Period-inspired striated-pottery geometric standard for Upper Neman UI differentiation only; not a reconstructed flag
ZRB,Zarubintsy Horizon,Eastern Europe,regional_material_reconstruction,ce_boar_head.dds,blue,white,yellow,color2,color3,color1,0.50,0.46,0.68,0.70,RAS-ZAR;P8.7;CAH-XI;P8.7;P20;P20,contested,"Period-inspired Eastern Europe material-motif composition for Zarubintsy Horizon; an explicitly marked regional UI reconstruction, not a historical flag."
